C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_06_704.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_06_704.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_06_704.jpg, 0, 0, 0, 8.032729E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_06_808.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_06_808.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_06_808.jpg, 0, 0, 0, 7.836716E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_06_914.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_06_914.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_06_914.jpg, 0, 0, 0, 7.816382E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_07_017.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_07_017.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_07_017.jpg, 0, 0, 0, 7.808926E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_07_119.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_07_119.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_07_119.jpg, 0, 0, 0, 7.793303E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_07_222.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_07_222.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_07_222.jpg, 0, 0, 0, 7.95915E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_07_323.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_07_323.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_07_323.jpg, 0, 0, 0, 7.800445E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_07_425.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_07_425.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_07_425.jpg, 0, 0, 0, 8.110773E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_07_532.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_07_532.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_07_532.jpg, 0, 0, 0, 8.090699E-05
C:\Users\Dell\Desktop\New folder\DrivingData\IMG\center_2021_01_16_16_23_07_644.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\left_2021_01_16_16_23_07_644.jpg, C:\Users\Dell\Desktop\New folder\DrivingData\IMG\right_2021_01_16_16_23_07_644.jpg, 0, 0, 0, 7.83163E-05
